drug,disease,score
591,297,4.556179433734542e-09
427,300,4.556049315596056e-09
490,249,4.55571047552894e-09
112,315,4.555536392558679e-09
111,329,4.555397392635996e-09
432,286,4.555301913455878e-09
622,175,4.554902233167013e-09
112,246,4.5545895943632794e-09
155,88,4.554528754141529e-09
2,343,4.554528754141529e-09
383,145,4.554485233398964e-09
92,394,4.5544679139197805e-09
645,62,4.554371990650452e-09
629,108,4.554137955636861e-09
181,102,4.5540859971993094e-09
601,395,4.554076671325902e-09
515,49,4.553738275347996e-09
391,277,4.553685872821234e-09
608,27,4.553191157441461e-09
550,262,4.5531476366988954e-09
556,230,4.5526440395349255e-09
193,179,4.552609400576557e-09
389,90,4.552548560354808e-09
151,212,4.5523833591687435e-09
89,278,4.552287879988626e-09
283,275,4.552079602149206e-09
526,209,4.5517669633454724e-09
367,32,4.551480525805118e-09
181,58,4.550976928641148e-09
128,171,4.550864129981846e-09
380,186,4.550725574148373e-09
100,182,4.5500136991449835e-09
600,400,4.549110865781358e-09
219,179,4.549050469648819e-09
171,158,4.548937670989517e-09
418,265,4.548677434712545e-09
440,161,4.548477594568112e-09
201,4,4.548208920596153e-09
234,246,4.547853205139063e-09
504,252,4.5476795662580124e-09
117,217,4.5474193299810395e-09
620,286,4.547393572806868e-09
623,154,4.5470640586131594e-09
22,52,4.547055176828961e-09
346,301,4.546769183377819e-09
573,40,4.5464565445740845e-09
514,50,4.546309551045624e-09
624,18,4.5454338071238e-09
145,242,4.545251730547761e-09
325,157,4.545234411068577e-09
2,198,4.545095411145894e-09
644,203,4.544749021562211e-09
5,175,4.544670861861277e-09
97,343,4.544584264465357e-09
632,268,4.5445669449861725e-09
623,62,4.5445669449861725e-09
600,217,4.544367548930951e-09
345,300,4.544124632133162e-09
160,184,4.544020715258057e-09
580,185,4.543457610139967e-09
89,195,4.542712428445839e-09
321,229,4.542703546661642e-09
105,301,4.542365594772946e-09
66,61,4.542278997377025e-09
218,180,4.541447662376186e-09
51,370,4.541274467584344e-09
73,79,4.541170106620029e-09
545,152,4.541161224835832e-09
197,96,4.541161224835832e-09
378,87,4.54104887026574e-09
355,367,4.5407371196404264e-09
125,285,4.540529285890216e-09
358,27,4.54033877161919e-09
368,385,4.540217535264901e-09
547,289,4.539810749548678e-09
474,111,4.539732589847745e-09
200,220,4.539680631410192e-09
469,210,4.539343123610706e-09
48,400,4.539221887256417e-09
583,314,4.538935893805274e-09
652,340,4.538719622360077e-09
407,179,4.538624587269169e-09
320,314,4.537958009365184e-09
491,373,4.5379233704068164e-09
580,393,4.537559661343948e-09
615,263,4.537326070419567e-09
269,294,4.5372567925028315e-09
534,128,4.53556969759461e-09
338,34,4.5353880651077816e-09
417,341,4.535309905406848e-09
402,118,4.535284148232677e-09
167,235,4.535258391058505e-09
31,33,4.534981723480769e-09
98,213,4.534609576722914e-09
204,217,4.534332909145178e-09
521,272,4.5340731169574156e-09
238,258,4.534056241567441e-09
49,5,4.533891484470587e-09
341,248,4.533372788273482e-09
487,233,4.5331134401749296e-09
408,87,4.532741737506285e-09
656,113,4.5322576802675485e-09
610,262,4.531816699682167e-09
360,89,4.5313064411800505e-09
361,340,4.530425368187707e-09
464,201,4.530321451312602e-09
32,107,4.530312569528405e-09
562,381,4.5302437357008785e-09
608,370,4.5298462758580635e-09
171,343,4.529673525155431e-09
439,234,4.529613129022891e-09
410,384,4.529604691327904e-09
419,53,4.529578490064523e-09
278,92,4.5293369055343655e-09
251,71,4.528861285990615e-09
634,400,4.528827091121457e-09
539,399,4.5287924521630885e-09
516,172,4.528740493725536e-09
609,150,4.528360353361904e-09
382,241,4.5277817051214705e-09
334,281,4.5276871141197725e-09
29,117,4.5272638971027845e-09
143,139,4.527203056881035e-09
188,329,4.526840680085797e-09
115,2,4.526409025373823e-09
159,298,4.526218955192007e-09
518,190,4.526166996754455e-09
538,207,4.525752661521665e-09
474,141,4.525752661521665e-09
3,127,4.525269492461348e-09
647,176,4.525001706667808e-09
561,395,4.5246397739617805e-09
242,271,4.52449278043332e-09
495,23,4.524406183037399e-09
341,241,4.5243200297306885e-09
373,72,4.524113084158898e-09
6,204,4.524009611373003e-09
197,156,4.524009611373003e-09
454,253,4.523966090630438e-09
36,317,4.523310614956699e-09
201,140,4.523051710947357e-09
602,139,4.5227412925896715e-09
33,107,4.5226462574987644e-09
121,92,4.522085816915933e-09
524,86,4.521404139978813e-09
85,265,4.5209818111402456e-09
320,367,4.520507523864126e-09
155,239,4.520145147068888e-09
118,159,4.51999015993465e-09
314,139,4.519860929974584e-09
391,369,4.519749019493702e-09
288,383,4.5197054987511365e-09
160,72,4.51957626879107e-09
598,97,4.519559393401096e-09
228,388,4.51951631674774e-09
43,232,4.5190593489508055e-09
153,169,4.518619700633053e-09
585,368,4.518214691273671e-09
117,63,4.5178096819142866e-09
550,64,4.517542340209957e-09
591,338,4.5164054718327415e-09
500,317,4.5163193185260306e-09
293,85,4.516190088565963e-09
205,288,4.516086615780068e-09
233,249,4.516000462473357e-09
383,187,4.515664286941501e-09
71,351,4.515035900709563e-09
121,23,4.514932427923668e-09
130,19,4.5148893512703125e-09
251,349,4.5146135718709965e-09
519,66,4.514432827562587e-09
522,170,4.51409709611994e-09
398,357,4.513796003635662e-09
492,246,4.513752926982306e-09
38,113,4.513081020007803e-09
448,403,4.512788365218512e-09
402,225,4.5124100012117205e-09
237,252,4.512246576382495e-09
192,154,4.511884643676467e-09
59,185,4.511687023978084e-09
607,175,4.511609752455571e-09
194,222,4.511110596183698e-09
504,160,4.511110596183698e-09
443,68,4.5106802737393545e-09
426,284,4.510619877606814e-09
40,201,4.510327666906733e-09
586,327,4.510078088770797e-09
219,167,4.509587814283122e-09
562,158,4.509553175324754e-09
165,74,4.509286721798844e-09
639,261,4.509183693102159e-09
13,50,4.5087107380936695e-09
158,87,4.508581508133602e-09
367,96,4.508564188654418e-09
207,249,4.508349249476851e-09
373,92,4.508177386952639e-09
234,76,4.5075410071149236e-09
302,102,4.507326067937356e-09
35,280,4.507300310763185e-09
658,59,4.5071026910648015e-09
112,180,4.506939266235577e-09
89,317,4.506827799843904e-09
165,71,4.5065782217079695e-09
38,213,4.5065697840129815e-09
328,308,4.5063974773995605e-09
441,323,4.505993800307806e-09
366,391,4.505976480828622e-09
511,242,4.505813055999397e-09
235,173,4.505779305219448e-09
317,245,4.505735784476883e-09
126,153,4.505375184038485e-09
199,239,4.505297912515971e-09
535,232,4.5049195485091795e-09
645,88,4.50482540159669e-09
399,377,4.504687733941637e-09
236,153,4.503141415312939e-09
405,222,4.5020764893877185e-09
66,393,4.5020676076035215e-09
251,69,4.501303774162579e-09
136,350,4.500925854244997e-09
108,142,4.5003938353715975e-09
379,291,4.5000505544123826e-09
135,207,4.499011829750543e-09
576,276,4.498676986486316e-09
404,341,4.498394101659642e-09
159,274,4.498359906790483e-09
26,77,4.497639150002897e-09
250,322,4.497587635654554e-09
626,400,4.4971328883036685e-09
329,387,4.496738537085321e-09
211,53,4.496609751214464e-09
590,117,4.49653247969195e-09
506,346,4.4961381284736035e-09
359,194,4.49594095286443e-09
42,316,4.495932071080233e-09
580,50,4.495846361862732e-09
335,335,4.495769090340218e-09
617,195,4.4953321065577265e-09
69,206,4.495040339946854e-09
167,272,4.494569161295203e-09
166,188,4.4942689569893454e-09
504,146,4.49425163751016e-09
406,140,4.494037586511013e-09
365,32,4.493969196772696e-09
77,32,4.493711625030983e-09
475,405,4.493677430161824e-09
326,214,4.493471816857664e-09
259,324,4.493283523032687e-09
196,313,4.493034833075171e-09
231,34,4.492958005641867e-09
3,142,4.492083593987672e-09
168,35,4.492057836813501e-09
566,63,4.491723881727694e-09
237,84,4.490515959076902e-09
171,368,4.489967952991947e-09
432,393,4.489428384601979e-09
239,296,4.488512228562058e-09
459,183,4.4880756888687764e-09
407,56,4.487810123521285e-09
65,82,4.48764758687048e-09
176,191,4.48655201878978e-09
628,289,4.4860470893581805e-09
323,285,4.485422699929131e-09
126,227,4.4851318214966795e-09
530,216,4.484840943064228e-09
329,279,4.484712601282581e-09
588,91,4.484464355414275e-09
35,263,4.4844563618084984e-09
593,379,4.48418235876602e-09
457,386,4.483557969336971e-09
543,246,4.483446947034508e-09
145,90,4.483028170909621e-09
39,303,4.482694659913022e-09
366,265,4.482592075305547e-09
334,371,4.4824721712188875e-09
78,237,4.482147542006487e-09
228,262,4.481976567660695e-09
146,142,4.481890858443194e-09
312,363,4.481839344094851e-09
425,272,4.481822468704877e-09
491,376,4.481788273835718e-09
161,383,4.481788273835718e-09
504,357,4.4817198840974015e-09
92,367,4.4815746669257805e-09
405,218,4.4814290056649506e-09
383,408,4.481138571321708e-09
115,242,4.480796622630123e-09
211,105,4.480062099077031e-09
621,223,4.479497661691312e-09
256,134,4.479224546827254e-09
232,294,4.479130399914766e-09
277,256,4.478993620438132e-09
574,247,4.478959869658183e-09
108,191,4.478652115835757e-09
261,353,4.4786010455766245e-09
408,242,4.477951787151824e-09
103,226,4.4777892505010194e-09
138,114,4.477772375111044e-09
361,398,4.4771319984704405e-09
108,195,4.476636394912248e-09
90,69,4.4765511297839575e-09
2,104,4.4763974749173485e-09
86,178,4.47636328004819e-09
447,171,4.4762522577457275e-09
487,47,4.476123915964081e-09
216,314,4.4750998462461675e-09
46,112,4.475040338292047e-09
451,86,4.4746646388205136e-09
447,286,4.474255188569032e-09
106,362,4.473486914235991e-09
224,352,4.472846981684597e-09
71,50,4.472684889123002e-09
612,216,4.472283876566507e-09
300,55,4.471917502968381e-09
577,294,4.471703896058443e-09
616,395,4.471354397850291e-09
359,52,4.471337522460317e-09
612,275,4.470714465298897e-09
43,354,4.4706722768239615e-09
61,264,4.469734360412758e-09
261,180,4.469725478628561e-09
368,392,4.469470127332897e-09
558,59,4.469350667335448e-09
113,226,4.4693422296404606e-09
638,377,4.469009606822283e-09
87,380,4.467791026030454e-09
555,353,4.4675947385997006e-09
126,361,4.4675267929505935e-09
494,59,4.467296754739891e-09
210,306,4.466998326790872e-09
72,254,4.466878866793422e-09
174,198,4.466598202412797e-09
577,180,4.466504499589519e-09
561,228,4.4662740172896065e-09
160,375,4.466240266509658e-09
10,273,4.466231828814671e-09
535,134,4.4655243947033796e-09
438,281,4.465337433146033e-09
592,206,4.4652863628869e-09
178,55,4.464758340816388e-09
202,130,4.464605130038991e-09
553,80,4.4642982643949836e-09
516,231,4.4632084694740115e-09
321,120,4.462153313511408e-09
54,126,4.462016978123984e-09
268,165,4.4616679240050425e-09
38,362,4.46152359501184e-09
460,143,4.461514713227643e-09
134,371,4.461106595243791e-09
436,381,4.460910751902247e-09
45,345,4.460765978819836e-09
196,184,4.460621205737425e-09
156,140,4.460604330347451e-09
204,274,4.460408487005907e-09
475,324,4.460306346487641e-09
84,370,4.460179336973624e-09
481,181,4.459532298994873e-09
490,245,4.459506985909911e-09
120,86,4.459277391788419e-09
97,342,4.45924319691926e-09
81,131,4.458886149194541e-09
441,227,4.4588097658504475e-09
437,20,4.458588609423941e-09
219,23,4.458588609423941e-09
365,276,4.458103664006785e-09
130,186,4.4580783509218236e-09
319,14,4.457976210403558e-09
149,254,4.457950453229387e-09
320,78,4.457712421412907e-09
474,209,4.457295865734068e-09
45,174,4.457015201353442e-09
174,307,4.456599089763813e-09
84,180,4.456573332589642e-09
531,196,4.456318425383188e-09
558,165,4.456037761002562e-09
268,9,4.456020885612588e-09
5,42,4.45471215471116e-09
481,142,4.454210777993239e-09
477,198,4.453922120006837e-09
555,93,4.452826551926137e-09
551,12,4.452639590368791e-09
565,134,4.451993884657668e-09
240,63,4.451943258487745e-09
200,154,4.451866875143651e-09
510,344,4.451696788976278e-09
585,30,4.450627422158959e-09
372,61,4.4503303264775695e-09
528,52,4.450109614140274e-09
193,55,4.450033230796181e-09
554,398,4.4500074736220085e-09
59,363,4.449642432291512e-09
506,129,4.449523860472482e-09
314,71,4.448836410375634e-09
14,193,4.448768908815737e-09
234,304,4.4481831551479445e-09
335,386,4.447945567420675e-09
622,275,4.447775925342512e-09
274,303,4.4470631621607035e-09
619,42,4.447055168554925e-09
564,193,4.446350843068103e-09
52,341,4.446232271249073e-09
94,73,4.446037316085949e-09
514,200,4.4459440573518805e-09
1,160,4.4458845493977606e-09
632,323,4.445850798617812e-09
97,295,4.4458166037486535e-09
124,205,4.444875578712981e-09
117,77,4.44461267790075e-09
173,284,4.444460355301771e-09
174,362,4.444214329879514e-09
587,398,4.4440957580604845e-09
322,120,4.443764911599146e-09
543,263,4.443714285429223e-09
517,155,4.443409196142056e-09
183,240,4.443129419939851e-09
55,361,4.442968215556675e-09
659,165,4.441739864802231e-09
351,128,4.4416212929832e-09
411,338,4.441045309278024e-09
25,323,4.440892542589836e-09
81,282,4.440833478724926e-09
134,12,4.440587897391879e-09
144,132,4.440545264827733e-09
596,230,4.4399017795626605e-09
162,311,4.439402179201579e-09
445,28,4.4393595466374344e-09
230,67,4.439325795857485e-09
443,228,4.439097534003622e-09
321,243,4.438927891925459e-09
80,91,4.437996636852404e-09
124,405,4.437734624218592e-09
402,169,4.437345157981554e-09
653,292,4.437074263563545e-09
211,163,4.436667921936532e-09
74,267,4.436642608851571e-09
535,336,4.436185641054635e-09
517,366,4.436050193845631e-09
506,31,4.435974254590746e-09
26,252,4.435948941505785e-09
598,206,4.435610545527879e-09
105,385,4.4349675043520165e-09
591,187,4.434070888237329e-09
182,225,4.434020262067406e-09
64,52,4.433191147512616e-09
93,200,4.432819444843972e-09
348,109,4.432658684550006e-09
450,208,4.432591182990109e-09
326,72,4.432016087463353e-09
128,148,4.43196546129343e-09
276,399,4.431432998330821e-09
629,242,4.431381928071687e-09
637,394,4.4312384872569055e-09
353,266,4.430181999026672e-09
196,336,4.429185018750559e-09
26,357,4.429075328715726e-09
291,234,4.428897693031786e-09
341,328,4.428576616533064e-09
262,379,4.427918476324066e-09
553,250,4.427892719149895e-09
565,230,4.427774591420075e-09
247,283,4.427766153725088e-09
650,205,4.427605393431122e-09
499,278,4.427132882511842e-09
346,170,4.426921496047953e-09
8,130,4.426803368318133e-09
324,23,4.4256553977106705e-09
314,229,4.4247521202578355e-09
562,110,4.424574928663105e-09
175,304,4.4245327401881696e-09
11,15,4.424271171643568e-09
220,144,4.423410526754878e-09
127,191,4.423165833600251e-09
513,47,4.423148958210277e-09
468,62,4.4230223927854695e-09
653,266,4.422921140445624e-09
120,106,4.422710198070945e-09
657,365,4.4226342588160605e-09
47,346,4.422448629526343e-09
638,146,4.422390009750643e-09
360,285,4.422390009750643e-09
339,192,4.4222461248466516e-09
95,134,4.4220183070819985e-09
496,82,4.421968125001285e-09
24,217,4.421833121881491e-09
623,16,4.421833121881491e-09
285,404,4.421740307236632e-09
366,321,4.421714994151671e-09
232,317,4.4215973105110615e-09
366,275,4.421327304271472e-09
609,350,4.4208041671822684e-09
190,95,4.4197165927073465e-09
71,152,4.4195567205918e-09
386,311,4.418831522912114e-09
261,338,4.418705401576517e-09
405,271,4.418376775561228e-09
192,136,4.417222143615618e-09
154,359,4.416531140805091e-09
355,112,4.415335208562965e-09
249,84,4.415107834887522e-09
25,18,4.414543397501802e-09
458,82,4.414493215421089e-09
355,267,4.414181464795774e-09
597,341,4.4138195320897475e-09
406,64,4.413213350318301e-09
371,170,4.413154730542601e-09
607,82,4.413112542067665e-09
126,346,4.413112542067665e-09
49,239,4.41274217166665e-09
193,218,4.412397114350597e-09
400,270,4.4122709930149995e-09
73,258,4.412144427590192e-09
488,84,4.412094245509479e-09
113,77,4.411866871834036e-09
375,200,4.411757625888413e-09
327,398,4.411698562023503e-09
158,395,4.411244258761826e-09
250,159,4.411235821066839e-09
128,158,4.410705578550278e-09
71,170,4.410613207994629e-09
410,356,4.410563025913916e-09
269,109,4.410554588218929e-09
187,56,4.409991039011629e-09
394,116,4.4094861095800306e-09
636,292,4.409460796495068e-09
217,217,4.4088470652070555e-09
394,373,4.4085863848408735e-09
86,277,4.4081658323591455e-09
88,263,4.4078043437423275e-09
237,271,4.407719966792456e-09
457,348,4.407476605905458e-09
201,395,4.40723280092925e-09
588,241,4.406946807478107e-09
144,309,4.406795817146758e-09
82,156,4.4065604498655375e-09
267,209,4.4064596416149016e-09
46,314,4.4064090154449795e-09
477,398,4.406022213743199e-09
277,15,4.405972031662486e-09
12,9,4.405593667655694e-09
624,27,4.405501741189255e-09
21,33,4.405072751012541e-09
229,206,4.40468639339997e-09
290,378,4.4046024605393094e-09
444,338,4.404577147454347e-09
247,263,4.404560716153583e-09
652,184,4.404484776898698e-09
145,103,4.404266285007452e-09
512,49,4.404081543896154e-09
452,295,4.40361969111791e-09
401,381,4.403476694392339e-09
29,115,4.403283515586054e-09
509,181,4.403191145030405e-09
598,275,4.402821662807811e-09
366,180,4.40255298883585e-09
457,139,4.402527675750889e-09
571,140,4.402225695088191e-09
216,143,4.402175068918268e-09
399,373,4.401897957251322e-09
273,185,4.401461417558039e-09
266,201,4.401268238751754e-09
501,232,4.401008446563992e-09
192,191,4.400848574448446e-09
197,334,4.400689146422111e-09
308,141,4.400210862343101e-09
457,231,4.400093178702491e-09
502,321,4.399975495061881e-09
92,158,4.399841380120506e-09
128,228,4.3991783549302e-09
101,283,4.3989185627424385e-09
382,232,4.398784447801063e-09
606,32,4.3986667641604535e-09
481,46,4.3986165820797404e-09
319,407,4.398599706689765e-09
368,373,4.398381658887729e-09
601,33,4.398205355471417e-09
79,87,4.39778569116811e-09
217,114,4.397551212065309e-09
651,342,4.397433528424699e-09
345,33,4.397408659428947e-09
448,188,4.397350039653247e-09
392,249,4.397333164263273e-09
365,147,4.396628394687241e-09
237,279,4.39645253536014e-09
416,387,4.396108810311716e-09
522,128,4.395882324814693e-09
91,400,4.395404484824894e-09
127,397,4.394993702305783e-09
93,389,4.394959951525834e-09
278,126,4.3949266448350954e-09
201,102,4.3944821115360355e-09
307,209,4.394180574962547e-09
59,26,4.393526875645648e-09
110,102,4.393426511484222e-09
215,376,4.393392760704273e-09
382,75,4.393024166660098e-09
538,260,4.3927643744723355e-09
480,72,4.392755936777348e-09
617,62,4.392303853961721e-09
83,348,4.3920858061596846e-09
318,35,4.391826013971922e-09
179,389,4.3914489822327604e-09
80,109,4.390645180762931e-09
136,119,4.390552810207282e-09
75,157,4.390126040476616e-09
460,220,4.3899417434545285e-09
446,300,4.389673957660989e-09
38,265,4.388987395742561e-09
36,390,4.388292396129145e-09
634,13,4.388225338658458e-09
295,253,4.3882089073576935e-09
480,397,4.387748386847079e-09
494,164,4.387430418972826e-09
458,42,4.387363805591349e-09
589,172,4.386878416084983e-09
84,267,4.386786045529334e-09
524,408,4.386543572820756e-09
44,166,4.3864347709643425e-09
243,316,4.3862420362472684e-09
320,284,4.3858658926865254e-09
220,6,4.385656726668685e-09
640,181,4.3850545417001285e-09
52,197,4.384569596282972e-09
661,204,4.3842516284087205e-09
116,349,4.383933660534467e-09
658,160,4.383641005745176e-09
626,363,4.3836330121393985e-09
119,77,4.383590823664463e-09
348,219,4.383582830058685e-09
247,15,4.383565954668711e-09
399,304,4.383373664040846e-09
342,324,4.383047702560816e-09
334,13,4.382663121305086e-09
602,304,4.382571194838647e-09
391,226,4.382412210901521e-09
198,50,4.382002760650039e-09
466,247,4.381810470022174e-09
207,82,4.381384144380718e-09
581,187,4.381116802676388e-09
556,15,4.380832585582084e-09
647,317,4.380832585582084e-09
245,144,4.380364959644112e-09
437,369,4.38034009064836e-09
463,209,4.3797467874640014e-09
391,17,4.379713036684052e-09
655,356,4.379354212602493e-09
545,198,4.3791872350595895e-09
157,342,4.3791370529788765e-09
521,57,4.379061557813202e-09
191,146,4.3789532000459985e-09
143,388,4.378777784808108e-09
646,376,4.3787191650324075e-09
85,286,4.3784940118030136e-09
405,162,4.378477136413039e-09
218,2,4.3784522674172885e-09
378,170,4.377825657542189e-09
614,82,4.3776586799992864e-09
422,333,4.377525009147121e-09
511,80,4.377458395765643e-09
345,337,4.377449958070656e-09
472,106,4.377399775989943e-09
281,266,4.375713569260142e-09
220,200,4.375488416030748e-09
645,221,4.37530500718708e-09
15,290,4.374929307715547e-09
335,27,4.37492087002056e-09
128,259,4.374745454782669e-09
168,300,4.374729023481905e-09
528,151,4.374729023481905e-09
191,186,4.374662410100427e-09
622,322,4.374595352629741e-09
568,318,4.374570483633988e-09
414,56,4.374486994862536e-09
295,243,4.3741783528616915e-09
552,406,4.374103301785226e-09
137,75,4.374094864090239e-09
476,47,4.373552631165012e-09
463,295,4.373235551469179e-09
179,343,4.372643580552449e-09
325,45,4.372034734245744e-09
129,395,4.371934370084318e-09
532,104,4.371667916558408e-09
391,304,4.371651041168434e-09
237,272,4.370809048026558e-09
140,366,4.370675377174393e-09
175,211,4.369575368201595e-09
534,118,4.369458572739404e-09
406,173,4.369400397052914e-09
281,42,4.368609030080961e-09
356,190,4.368350570160828e-09
144,50,4.368292394474338e-09
571,212,4.3682168993086634e-09
38,58,4.366859318594152e-09
599,313,4.366251360465867e-09
647,314,4.365418693197398e-09
463,48,4.3652517156544945e-09
530,251,4.3646442016154205e-09
449,60,4.364319572403019e-09
522,232,4.364094863262835e-09
562,338,4.363603700596741e-09
4,258,4.3627634838117055e-09
235,59,4.362546768277298e-09
10,366,4.362064043306191e-09
592,132,4.3614485356613394e-09
207,232,4.3608414657114736e-09
656,386,4.360766414635009e-09
547,178,4.3602756960581254e-09
529,288,4.3594607923580506e-09
652,408,4.359411054366546e-09
448,288,4.359411054366546e-09
610,7,4.359302696599343e-09
101,320,4.3591117382391076e-09
68,13,4.359078431548369e-09
409,106,4.358870597798159e-09
353,169,4.3585548503699564e-09
323,403,4.3585548503699564e-09
428,84,4.358355454314733e-09
19,15,4.358213789856791e-09
528,120,4.357739946669881e-09
228,201,4.357723515369116e-09
459,333,4.356909055758251e-09
102,93,4.3565764329400736e-09
465,291,4.3565351326435575e-09
366,178,4.3564520879613156e-09
159,362,4.355670935041189e-09
661,26,4.355546590062431e-09
453,63,4.355429794600241e-09
528,141,4.355238836240005e-09
436,332,4.355222404939241e-09
456,180,4.354848481824547e-09
199,34,4.3547490058415406e-09
289,226,4.354732130451566e-09
542,255,4.354557603392095e-09
402,249,4.354557603392095e-09
58,355,4.354300475739592e-09
162,7,4.353835070247669e-09
319,92,4.3529304605272046e-09
328,408,4.352830540454988e-09
76,67,4.352739502166969e-09
379,212,4.3524237547387665e-09
163,122,4.3518260106623075e-09
429,283,4.35161018330632e-09
389,49,4.351270010971575e-09
375,185,4.351186966289333e-09
557,319,4.3510377523148244e-09
312,150,4.35092983863683e-09
335,376,4.350838356259601e-09
404,337,4.350630966598601e-09
300,203,4.349602455988588e-09
332,299,4.349577142903627e-09
580,306,4.349303583950359e-09
590,198,4.348996718306353e-09
372,233,4.348963411615614e-09
202,99,4.348747584259627e-09
275,81,4.348631676975856e-09
652,151,4.348631676975856e-09
251,43,4.348415849619869e-09
243,210,4.3477026423488504e-09
197,93,4.347636473056582e-09
415,201,4.3475369970735755e-09
564,328,4.346715876124563e-09
464,104,4.346550230849289e-09
85,319,4.346193627213779e-09
567,290,4.346027981938505e-09
422,257,4.3459285059554994e-09
245,19,4.3455967713157415e-09
509,370,4.345455995036218e-09
172,394,4.345174442477173e-09
370,179,4.345074966494167e-09
205,150,4.344594017879899e-09
137,392,4.3445278485876315e-09
447,98,4.344502979591881e-09
268,169,4.3444119413038615e-09
606,35,4.344312465320854e-09
430,320,4.3434673635545096e-09
638,312,4.343417625563006e-09
5,5,4.3433758811772805e-09
271,311,4.343119197613987e-09
344,176,4.342878945351458e-09
380,123,4.342837645054942e-09
622,357,4.3421670703480694e-09
616,313,4.342009418678572e-09
521,256,4.341661696827259e-09
551,70,4.3415955275349916e-09
372,247,4.3414298822597175e-09
66,406,4.341380144268214e-09
237,144,4.34121449899294e-09
279,143,4.3409493777346605e-09
652,126,4.340519055290315e-09
454,180,4.340403148006544e-09
504,65,4.340328541019289e-09
31,84,4.340270365332799e-09
485,304,4.339864911884206e-09
206,391,4.3398484805834414e-09
278,291,4.339765879990409e-09
125,250,4.339591797020148e-09
362,187,4.3392440751688355e-09
10,289,4.338962966699e-09
7,239,4.338648551538426e-09
155,243,4.338350567678617e-09
508,41,4.337539660781431e-09
262,198,4.336968562057564e-09
317,380,4.336389913817129e-09
349,254,4.3362406998426195e-09
264,317,4.336034198360039e-09
589,245,4.335413805733879e-09
502,366,4.335281467149343e-09
12,289,4.3348928890907246e-09
293,343,4.3348515887942085e-09
33,368,4.334826719798457e-09
205,109,4.334529180027857e-09
520,273,4.3344958733371194e-09
381,285,4.334355541146806e-09
492,384,4.3343062472445135e-09
196,391,4.33416547096499e-09
513,13,4.334149039664226e-09
405,189,4.3339007937959195e-09
525,226,4.333843062198639e-09
302,298,4.333537528822262e-09
106,264,4.3329588805818275e-09
82,117,4.332785241700776e-09
476,151,4.332702641107744e-09
472,384,4.332529002226693e-09
63,124,4.332281200447596e-09
138,121,4.3320493858800554e-09
504,202,4.331842884397474e-09
244,285,4.331719427597136e-09
423,186,4.331099479060185e-09
349,356,4.330959146869873e-09
272,266,4.330769076688057e-09
625,149,4.330711345090776e-09
615,242,4.330513281303183e-09
595,46,4.3301247032445644e-09
35,99,4.329876901465468e-09
139,275,4.329670844072098e-09
404,53,4.3291175089166245e-09
108,67,4.329026470628605e-09
235,347,4.328440272871603e-09
422,70,4.327986413699136e-09
604,108,4.327309177654115e-09
96,314,4.327119551561509e-09
392,152,4.3271031202607454e-09
556,93,4.326797586884368e-09
133,314,4.3255599102565165e-09
112,401,4.3254444470619555e-09
108,402,4.3247929681911054e-09
56,177,4.324693936297308e-09
374,357,4.324578473102747e-09
242,372,4.324495872509715e-09
263,282,4.324198776828325e-09
328,122,4.323406965767162e-09
360,400,4.3226155987952106e-09
210,139,4.322219915309233e-09
364,1,4.3213543854392356e-09
513,78,4.321271784846203e-09
360,225,4.320761082254876e-09
22,238,4.320703350657595e-09
85,21,4.3205550248615054e-09
344,58,4.320043878180968e-09
647,185,4.3199204213806305e-09
609,38,4.319854252088362e-09
23,12,4.319697932686495e-09
10,118,4.3195331755896405e-09
145,119,4.319170798794403e-09
344,382,4.318767121702649e-09
565,141,4.318429613903163e-09
438,102,4.317350477123227e-09
411,369,4.317251889318641e-09
597,243,4.31704583192527e-09
106,97,4.316922375124932e-09
619,382,4.3167247554265495e-09
79,86,4.316650592528504e-09
101,187,4.316148327632163e-09
205,225,4.315843682434206e-09
591,342,4.31520996713175e-09
632,367,4.314354207224369e-09
96,358,4.313934098831851e-09
242,187,4.3139261052260736e-09
540,13,4.3138195238157095e-09
276,186,4.313761792218429e-09
438,116,4.313531309918517e-09
270,29,4.313235102415547e-09
211,150,4.3127825755107105e-09
623,20,4.312617818413855e-09
562,78,4.312593837596523e-09
92,259,4.3119356973875256e-09
474,31,4.311458301486937e-09
204,195,4.311203394280483e-09
325,404,4.310611423363753e-09
102,382,4.310323653555771e-09
91,305,4.310266366047699e-09
648,339,4.3099865898454945e-09
171,386,4.309962164938952e-09
511,136,4.3097321267282496e-09
371,93,4.3096495261352175e-09
324,280,4.309633094834453e-09
651,91,4.309033574401155e-09
257,333,4.308762235893937e-09
456,229,4.3085566225897765e-09
555,273,4.308203127578736e-09
559,77,4.3081209710749135e-09
150,191,4.307488588040087e-09
487,288,4.307167955630575e-09
4,49,4.307159962024798e-09
378,134,4.306724310509935e-09
4,383,4.305090062217687e-09
661,243,4.3043182351709675e-09
392,0,4.3043182351709675e-09
363,222,4.30416235985831e-09
424,342,4.3039567465541495e-09
364,256,4.3034149577181324e-09
76,272,4.303308376307768e-09
369,258,4.30294733178016e-09
47,290,4.3026355811548456e-09
135,177,4.302586287252552e-09
283,333,4.302586287252552e-09
540,319,4.30250413074873e-09
653,156,4.302495693053743e-09
47,150,4.3022745366272375e-09
